node1	node1;label	relationship	relationship;label	node2	node2;label
224	RAIS_2018	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
225	RAT_IBGE_2018	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
225	RAT_IBGE_2018	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
225	RAT_IBGE_2018	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2018	
225	RAT_IBGE_2018	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-10-03	
225	RAT_IBGE_2018	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201885	
225	RAT_IBGE_2018	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
226	PAC_2018	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
226	PAC_2018	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
226	PAC_2018	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2018	
226	PAC_2018	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-10-03	
226	PAC_2018	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201875	
226	PAC_2018	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
227	PAS_2018	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
227	PAS_2018	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
227	PAS_2018	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2018	
227	PAS_2018	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-10-03	
227	PAS_2018	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201875	
227	PAS_2018	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
228	PIA_2018	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
228	PIA_2018	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
228	PIA_2018	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2018	
228	PIA_2018	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-10-03	
228	PIA_2018	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201875	
228	PIA_2018	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
229	PAIC_2018	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
229	PAIC_2018	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
229	PAIC_2018	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2018	
229	PAIC_2018	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-10-03	
229	PAIC_2018	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201875	
229	PAIC_2018	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
230	SIMCAD_2018	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
230	SIMCAD_2018	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
230	SIMCAD_2018	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2018	
230	SIMCAD_2018	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-10-03	
230	SIMCAD_2018	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201875	
230	SIMCAD_2018	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
231	DCC_2018	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
231	DCC_2018	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
231	DCC_2018	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2018	
231	DCC_2018	DAT_FONTE_ATU	Data da Fonte de Atualização	^2019-10-03	
231	DCC_2018	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201880	
231	DCC_2018	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
232	CAGED_2019_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
232	CAGED_2019_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
232	CAGED_2019_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2019-03	
232	CAGED_2019_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-01-29	
232	CAGED_2019_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201825	
232	CAGED_2019_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
233	RAIS_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
233	RAIS_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
233	RAIS_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
233	RAIS_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-14	
233	RAIS_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201950	
233	RAIS_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
234	RAT_IBGE_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
234	RAT_IBGE_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
234	RAT_IBGE_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
234	RAT_IBGE_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-14	
234	RAT_IBGE_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201985	
234	RAT_IBGE_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
235	PAC_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
235	PAC_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
235	PAC_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
235	PAC_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-14	
235	PAC_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201975	
235	PAC_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
236	PAS_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
236	PAS_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
236	PAS_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
236	PAS_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-14	
236	PAS_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201975	
236	PAS_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
237	PIA_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
237	PIA_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
237	PIA_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
237	PIA_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-14	
237	PIA_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201975	
237	PIA_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
238	PAIC_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
238	PAIC_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
238	PAIC_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
238	PAIC_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-14	
238	PAIC_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201975	
238	PAIC_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
239	SIMCAD_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
239	SIMCAD_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
239	SIMCAD_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
239	SIMCAD_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-14	
239	SIMCAD_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201975	
239	SIMCAD_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
240	DCC_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
240	DCC_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
240	DCC_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
240	DCC_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-14	
240	DCC_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201980	
240	DCC_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
241	FASFIL_INI_2019	SGL_FONTE_ATU	Sigla da Fonte de Atualização	FASFIL_INI	
241	FASFIL_INI_2019	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA FASFIL	
241	FASFIL_INI_2019	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2019	
241	FASFIL_INI_2019	DAT_FONTE_ATU	Data da Fonte de Atualização	^2020-10-06	
241	FASFIL_INI_2019	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201975	
241	FASFIL_INI_2019	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
242	CAGED_2020_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
242	CAGED_2020_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
242	CAGED_2020_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2020-03	
242	CAGED_2020_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-02-08	
242	CAGED_2020_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201925	
242	CAGED_2020_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
243	CAGED_2020_09	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
243	CAGED_2020_09	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
243	CAGED_2020_09	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2020-09	
243	CAGED_2020_09	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-04-30	
243	CAGED_2020_09	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	201925	
243	CAGED_2020_09	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
244	RAIS_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
244	RAIS_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
244	RAIS_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
244	RAIS_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-08-30	
244	RAIS_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202050	
244	RAIS_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
245	RAT_IBGE_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
245	RAT_IBGE_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
245	RAT_IBGE_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
245	RAT_IBGE_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-08-30	
245	RAT_IBGE_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202085	
245	RAT_IBGE_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
246	PAC_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
246	PAC_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
246	PAC_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
246	PAC_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-08-30	
246	PAC_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202075	
246	PAC_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
247	PAS_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
247	PAS_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
247	PAS_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
247	PAS_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-08-30	
247	PAS_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202075	
247	PAS_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
248	PIA_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
248	PIA_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
248	PIA_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
248	PIA_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-08-30	
248	PIA_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202075	
248	PIA_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
249	PAIC_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
249	PAIC_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
249	PAIC_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
249	PAIC_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-08-30	
249	PAIC_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202075	
249	PAIC_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
250	SIMCAD_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
250	SIMCAD_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
250	SIMCAD_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
250	SIMCAD_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-08-30	
250	SIMCAD_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202075	
250	SIMCAD_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
251	DCC_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
251	DCC_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
251	DCC_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
251	DCC_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-08-30	
251	DCC_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202080	
251	DCC_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
252	FASFIL_INI_2020	SGL_FONTE_ATU	Sigla da Fonte de Atualização	FASFIL_INI	
252	FASFIL_INI_2020	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA FASFIL	
252	FASFIL_INI_2020	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2020	
252	FASFIL_INI_2020	DAT_FONTE_ATU	Data da Fonte de Atualização	^2021-11-29	
252	FASFIL_INI_2020	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202075	
252	FASFIL_INI_2020	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
253	CAGED_2021_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
253	CAGED_2021_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
253	CAGED_2021_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2021-03	
253	CAGED_2021_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-01-31	
253	CAGED_2021_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202025	
253	CAGED_2021_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
254	RAIS_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAIS	
254	RAIS_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS	
254	RAIS_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
254	RAIS_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-09-30	
254	RAIS_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202150	
254	RAIS_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
255	RAT_IBGE_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	RAT_IBGE	
255	RAT_IBGE_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	RELACAO ANUAL DE INFORMAÇÕES SOCIAIS(EMPREGADO)	
255	RAT_IBGE_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
255	RAT_IBGE_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-09-30	
255	RAT_IBGE_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202185	
255	RAT_IBGE_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	S	Outros
256	PAC_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAC	
256	PAC_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE COMÉRCIO	
256	PAC_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
256	PAC_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-09-30	
256	PAC_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202175	
256	PAC_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
257	PAS_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAS	
257	PAS_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DE SERVIÇOS	
257	PAS_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
257	PAS_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-09-30	
257	PAS_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202175	
257	PAS_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
258	PIA_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PIA	
258	PIA_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA INDUSTRIAL ANUAL	
258	PIA_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
258	PIA_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-09-30	
258	PIA_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202175	
258	PIA_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
259	PAIC_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	PAIC	
259	PAIC_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA ANUAL DA INDÚSTRIA DA CONSTRUÇÃO	
259	PAIC_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
259	PAIC_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-09-30	
259	PAIC_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202175	
259	PAIC_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
260	SIMCAD_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	SIMCAD	
260	SIMCAD_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	SISTEMA DE MANUTENÇÃO CADASTRAL	
260	SIMCAD_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
260	SIMCAD_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-09-30	
260	SIMCAD_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202175	
260	SIMCAD_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
261	DCC_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	DCC	
261	DCC_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	GERÊNCIA DO CADASTRO CENTRAL DE EMPRESAS	
261	DCC_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
261	DCC_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-09-30	
261	DCC_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202180	
261	DCC_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
262	FASFIL_INI_2021	SGL_FONTE_ATU	Sigla da Fonte de Atualização	FASFIL_INI	
262	FASFIL_INI_2021	DSC_FONTE_ATU	Descrição da Fonte de Atualização	PESQUISA FASFIL	
262	FASFIL_INI_2021	ANO_BASE_FONTE_ATU	Ano Base da Fonte de Atualização	^2021	
262	FASFIL_INI_2021	DAT_FONTE_ATU	Data da Fonte de Atualização	^2022-10-20	
262	FASFIL_INI_2021	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202175	
262	FASFIL_INI_2021	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	I	IBGE
263	CAGED_2022_03	SGL_FONTE_ATU	Sigla da Fonte de Atualização	CAGED	
263	CAGED_2022_03	DSC_FONTE_ATU	Descrição da Fonte de Atualização	CADASTRO GERAL DE EMPREGADOS	
263	CAGED_2022_03	ANO_MES_BASE_FONTE_ATU	Ano/Mês Base da Fonte de Atualização	^2022-03	
263	CAGED_2022_03	DAT_FONTE_ATU	Data da Fonte de Atualização	^2023-02-01	
263	CAGED_2022_03	VAL_PRIORIDADE	Valor da Prioridade da Fonte de Atualização - Regra de Decisão 	202125	
263	CAGED_2022_03	COD_TIPO_FONTE	Código do Tipo da Fonte de Atualização	R	Registro Administrativo
